geneSymbol	geneid
MTPAP	ENSG00000107951
MTR	ENSG00000116984
MTRF1	ENSG00000120662
MTRF1L	ENSG00000112031
MTRR	ENSG00000124275
MTSS1	ENSG00000170873
MTTP	ENSG00000138823
MTUS1	ENSG00000129422
MTUS2	ENSG00000132938
MTX2	ENSG00000128654
MUC1	ENSG00000185499
MUC13	ENSG00000173702
MUC16	ENSG00000181143
MUC2	ENSG00000198788
MUC4	ENSG00000145113
MUC5B	ENSG00000117983
MUC6	ENSG00000184956
MUC7	ENSG00000171195
MUL1	ENSG00000090432
MUS81	ENSG00000172732
MUSK	ENSG00000030304
MUTYH	ENSG00000132781
MVD	ENSG00000167508
MVK	ENSG00000110921
MVP	ENSG00000013364
MX1	ENSG00000157601
MX2	ENSG00000183486
MXD1	ENSG00000059728
MXD3	ENSG00000213347
MXD4	ENSG00000123933
MXI1	ENSG00000119950
MXRA5	ENSG00000101825
MXRA8	ENSG00000162576
MYB	ENSG00000118513
MYBBP1A	ENSG00000132382
MYBL1	ENSG00000185697
MYBL2	ENSG00000101057
MYBPC1	ENSG00000196091
MYBPC2	ENSG00000086967
MYBPC3	ENSG00000134571
MYBPH	ENSG00000133055
MYC	ENSG00000136997
MYCBP2	ENSG00000005810
MYCN	ENSG00000134323
MYCNOS	ENSG00000233718
MYCT1	ENSG00000120279
MYD88	ENSG00000172936
MYF5	ENSG00000111049
MYF6	ENSG00000111046
MYH1	ENSG00000109061
MYH10	ENSG00000133026
MYH11	ENSG00000133392
MYH13	ENSG00000006788
MYH14	ENSG00000105357
MYH15	ENSG00000144821
MYH2	ENSG00000125414
MYH3	ENSG00000109063
MYH4	ENSG00000264424
MYH6	ENSG00000197616
MYH7	ENSG00000092054
MYH8	ENSG00000133020
MYH9	ENSG00000100345
MYL1	ENSG00000168530
MYL12A	ENSG00000101608
MYL12B	ENSG00000118680
MYL2	ENSG00000111245
MYL3	ENSG00000160808
MYL4	ENSG00000198336
MYL5	ENSG00000215375
MYL6	ENSG00000092841
MYL6B	ENSG00000196465
MYL7	ENSG00000106631
MYL9	ENSG00000101335
MYLIP	ENSG00000007944
MYLK	ENSG00000065534
MYLK3	ENSG00000140795
MYLPF	ENSG00000180209
MYNN	ENSG00000085274
MYO10	ENSG00000145555
MYO15A	ENSG00000091536
MYO16	ENSG00000041515
MYO19	ENSG00000278259
MYO1A	ENSG00000166866
MYO1B	ENSG00000128641
MYO1C	ENSG00000197879
MYO1D	ENSG00000176658
MYO1E	ENSG00000157483
MYO1F	ENSG00000142347
MYO3A	ENSG00000095777
MYO5A	ENSG00000197535
MYO5C	ENSG00000128833
MYO6	ENSG00000196586
MYO7A	ENSG00000137474
MYO9A	ENSG00000066933
MYO9B	ENSG00000099331
MYOC	ENSG00000034971
MYOD1	ENSG00000129152
MYOF	ENSG00000138119
MYOG	ENSG00000122180
MYOM1	ENSG00000101605
MYOM2	ENSG00000036448
MYOT	ENSG00000120729
MYOZ1	ENSG00000177791
MYOZ2	ENSG00000172399
MYOZ3	ENSG00000164591
MYRIP	ENSG00000170011
MYT1	ENSG00000196132
MYT1L	ENSG00000186487
MZF1	ENSG00000099326
N4BP1	ENSG00000102921
N4BP2L1	ENSG00000139597
N4BP2L2	ENSG00000244754
N4BP3	ENSG00000145911
N6AMT1	ENSG00000156239
NAA10	ENSG00000102030
NAA11	ENSG00000156269
NAA15	ENSG00000164134
NAA16	ENSG00000172766
NAA35	ENSG00000135040
NAA40	ENSG00000110583
NAA50	ENSG00000121579
NAAA	ENSG00000138744
NAALAD2	ENSG00000077616
NAALADL1	ENSG00000168060
NAB1	ENSG00000138386
NAB2	ENSG00000166886
NACA	ENSG00000196531
NACA2	ENSG00000253506
NACAD	ENSG00000136274
NACC2	ENSG00000148411
NADK	ENSG00000008130
NADSYN1	ENSG00000172890
NAE1	ENSG00000159593
NAGA	ENSG00000198951
NAGK	ENSG00000124357
NAGLU	ENSG00000108784
NAGPA	ENSG00000103174
NAMPT	ENSG00000105835
NANS	ENSG00000095380
NAP1L1	ENSG00000187109
NAP1L2	ENSG00000186462
NAP1L3	ENSG00000186310
NAP1L4	ENSG00000205531
NAPA	ENSG00000105402
NAPG	ENSG00000134265
NARF	ENSG00000141562
NARS	ENSG00000134440
NARS2	ENSG00000137513
NASP	ENSG00000132780
NAT10	ENSG00000135372
NAT8	ENSG00000144035
NAT9	ENSG00000109065
NAV2	ENSG00000166833
NAV3	ENSG00000067798
NBAS	ENSG00000151779
NBEA	ENSG00000172915
NBEAL2	ENSG00000160796
NBN	ENSG00000104320
NBPF1	ENSG00000219481
NBR1	ENSG00000188554
NCALD	ENSG00000104490
NCAM1	ENSG00000149294
NCAM2	ENSG00000154654
NCAN	ENSG00000130287
NCAPD2	ENSG00000010292
NCAPD3	ENSG00000151503
NCAPG	ENSG00000109805
NCAPG2	ENSG00000146918
NCAPH	ENSG00000121152
NCAPH2	ENSG00000025770
NCBP1	ENSG00000136937
NCBP2	ENSG00000114503
NCDN	ENSG00000020129
NCF2	ENSG00000116701
NCF4	ENSG00000100365
NCK1	ENSG00000158092
NCK2	ENSG00000071051
NCKAP1	ENSG00000061676
NCKAP1L	ENSG00000123338
NCKIPSD	ENSG00000213672
NCL	ENSG00000115053
NCLN	ENSG00000125912
NCOA1	ENSG00000084676
NCOA2	ENSG00000140396
NCOA3	ENSG00000124151
NCOA4	ENSG00000266412
NCOA6	ENSG00000198646
NCOR1	ENSG00000141027
NCOR2	ENSG00000196498
NCR1	ENSG00000189430
NCR2	ENSG00000096264
NCR3	ENSG00000204475
NCS1	ENSG00000107130
NCSTN	ENSG00000162736
NDC80	ENSG00000080986
NDE1	ENSG00000072864
NDEL1	ENSG00000166579
NDFIP1	ENSG00000131507
NDN	ENSG00000182636
NDOR1	ENSG00000188566
NDP	ENSG00000124479
NDRG1	ENSG00000104419
NDRG2	ENSG00000165795
NDRG3	ENSG00000101079
NDRG4	ENSG00000103034
NDST1	ENSG00000070614
NDST2	ENSG00000166507
NDST3	ENSG00000164100
NDST4	ENSG00000138653
NDUFA1	ENSG00000125356
NDUFA10	ENSG00000130414
NDUFA13	ENSG00000186010
NDUFA2	ENSG00000131495
NDUFA3	ENSG00000170906
NDUFA4	ENSG00000189043
NDUFA4L2	ENSG00000185633
NDUFA5	ENSG00000128609
NDUFA6	ENSG00000184983
NDUFA7	ENSG00000267855
NDUFA8	ENSG00000119421
NDUFA9	ENSG00000139180
NDUFAB1	ENSG00000004779
NDUFAF1	ENSG00000137806
NDUFAF3	ENSG00000178057
NDUFAF4	ENSG00000123545
NDUFB1	ENSG00000183648
NDUFB11	ENSG00000147123
NDUFB2	ENSG00000090266
NDUFB3	ENSG00000119013
NDUFB4	ENSG00000065518
NDUFB5	ENSG00000136521
NDUFB6	ENSG00000165264
NDUFB7	ENSG00000099795
NDUFC1	ENSG00000109390
NDUFC2	ENSG00000151366
NDUFS1	ENSG00000023228
NDUFS2	ENSG00000158864
NDUFS3	ENSG00000213619
NDUFS4	ENSG00000164258
NDUFS5	ENSG00000168653
NDUFS6	ENSG00000145494
NDUFS7	ENSG00000115286
NDUFS8	ENSG00000110717
NDUFV1	ENSG00000167792
NEAT1	ENSG00000245532
NEB	ENSG00000183091
NEBL	ENSG00000078114
NECAB2	ENSG00000103154
NECAB3	ENSG00000125967
NECAP1	ENSG00000089818
NECAP2	ENSG00000157191
NEDD4	ENSG00000069869
NEDD4L	ENSG00000049759
NEDD8	ENSG00000129559
NEDD9	ENSG00000111859
NEFH	ENSG00000100285
NEFL	ENSG00000277586
NEFM	ENSG00000104722
NEIL1	ENSG00000140398
NEIL3	ENSG00000109674
NEK1	ENSG00000137601
NEK11	ENSG00000114670
NEK2	ENSG00000117650
NEK3	ENSG00000136098
NEK4	ENSG00000114904
NEK7	ENSG00000151414
NEK9	ENSG00000119638
NELL1	ENSG00000165973
NELL2	ENSG00000184613
NENF	ENSG00000117691
NEO1	ENSG00000067141
NES	ENSG00000132688
NET1	ENSG00000173848
NETO2	ENSG00000171208
NEU1	ENSG00000204386
NEU3	ENSG00000162139
NEUROD1	ENSG00000162992
NEUROD2	ENSG00000171532
NEUROD4	ENSG00000123307
NEUROD6	ENSG00000164600
NEUROG1	ENSG00000181965
NEUROG2	ENSG00000178403
NEUROG3	ENSG00000122859
NF1	ENSG00000196712
NF2	ENSG00000186575
NFASC	ENSG00000163531
NFAT5	ENSG00000102908
NFATC1	ENSG00000131196
NFATC2IP	ENSG00000176953
NFATC3	ENSG00000072736
NFATC4	ENSG00000100968
NFE2	ENSG00000123405
NFE2L1	ENSG00000082641
NFE2L2	ENSG00000116044
NFE2L3	ENSG00000050344
NFIB	ENSG00000147862
NFIC	ENSG00000141905
NFIL3	ENSG00000165030
NFIX	ENSG00000008441
NFKB1	ENSG00000109320
NFKB2	ENSG00000077150
NFKBIA	ENSG00000100906
NFKBIB	ENSG00000104825
NFKBIE	ENSG00000146232
NFKBIL1	ENSG00000204498
NFRKB	ENSG00000170322
NFS1	ENSG00000244005
NFU1	ENSG00000169599
NFX1	ENSG00000086102
NFYA	ENSG00000001167
NFYB	ENSG00000120837
NFYC	ENSG00000066136
NGB	ENSG00000165553
NGDN	ENSG00000129460
NGF	ENSG00000134259
NGFR	ENSG00000064300
NGLY1	ENSG00000151092
NGRN	ENSG00000182768
NHEJ1	ENSG00000187736
NHLH1	ENSG00000171786
NHLH2	ENSG00000177551
NHP2	ENSG00000145912
NID1	ENSG00000116962
NID2	ENSG00000087303
NIF3L1	ENSG00000196290
NINJ1	ENSG00000131669
NINJ2	ENSG00000171840
NINL	ENSG00000101004
NIP7	ENSG00000132603
NIPA2	ENSG00000140157
NIPAL2	ENSG00000104361
NIPAL3	ENSG00000001461
NIPBL	ENSG00000164190
NIPSNAP1	ENSG00000184117
NIPSNAP3B	ENSG00000165028
NISCH	ENSG00000010322
NIT1	ENSG00000158793
NIT2	ENSG00000114021
NKAIN1	ENSG00000084628
NKG7	ENSG00000105374
NKIRAS2	ENSG00000168256
NKRF	ENSG00000186416
NKTR	ENSG00000114857
NKX2-1	ENSG00000136352
NKX2-2	ENSG00000125820
NKX2-5	ENSG00000183072
NKX2-8	ENSG00000136327
NKX3-1	ENSG00000167034
NKX3-2	ENSG00000109705
NKX6-1	ENSG00000163623
NLE1	ENSG00000073536
NLGN1	ENSG00000169760
NLGN3	ENSG00000196338
NLGN4X	ENSG00000146938
NLGN4Y	ENSG00000165246
NLK	ENSG00000087095
NLRP1	ENSG00000091592
NLRP2	ENSG00000022556
NLRP3	ENSG00000162711
NLRX1	ENSG00000160703
NMB	ENSG00000197696
NMD3	ENSG00000169251
NME1	ENSG00000239672
NME3	ENSG00000103024
NME4	ENSG00000103202
NME5	ENSG00000112981
NME6	ENSG00000172113
NME7	ENSG00000143156
NMI	ENSG00000123609
NMNAT2	ENSG00000157064
NMT1	ENSG00000136448
NMT2	ENSG00000152465
NMU	ENSG00000109255
NMUR1	ENSG00000171596
NNAT	ENSG00000053438
NNMT	ENSG00000166741
NNT	ENSG00000112992
NOC2L	ENSG00000188976
NOC3L	ENSG00000173145
NOC4L	ENSG00000184967
NOD1	ENSG00000106100
NOD2	ENSG00000167207
NOL10	ENSG00000115761
NOL11	ENSG00000130935
NOL12	ENSG00000273899
NOL3	ENSG00000140939
NOL6	ENSG00000165271
NOL7	ENSG00000225921
NOL8	ENSG00000198000
NOL9	ENSG00000162408
NOLC1	ENSG00000166197
NONO	ENSG00000147140
NOP10	ENSG00000182117
NOP14	ENSG00000087269
NOP16	ENSG00000048162
NOP2	ENSG00000111641
NOP56	ENSG00000101361
NOS1	ENSG00000089250
NOS1AP	ENSG00000198929
NOS2	ENSG00000007171
NOS3	ENSG00000164867
NOSIP	ENSG00000142546
NOTCH1	ENSG00000148400
NOTCH2	ENSG00000134250
NOTCH3	ENSG00000074181
NOTCH4	ENSG00000204301
NOVA1	ENSG00000139910
NOVA2	ENSG00000104967
NOX1	ENSG00000007952
NOX3	ENSG00000074771
NOX4	ENSG00000086991
NOX5	ENSG00000255346
NPAS1	ENSG00000130751
NPAS2	ENSG00000170485
NPAS3	ENSG00000151322
NPAT	ENSG00000149308
NPBWR2	ENSG00000125522
NPC1	ENSG00000141458
NPC1L1	ENSG00000015520
NPC2	ENSG00000119655
NPDC1	ENSG00000107281
NPEPPS	ENSG00000141279
NPFF	ENSG00000139574
NPFFR1	ENSG00000148734
NPHP4	ENSG00000131697
NPHS1	ENSG00000161270
NPHS2	ENSG00000116218
NPL	ENSG00000135838
NPLOC4	ENSG00000182446
NPM1	ENSG00000181163
NPM3	ENSG00000107833
NPPA	ENSG00000175206
NPPB	ENSG00000120937
NPPC	ENSG00000163273
NPR1	ENSG00000169418
NPR2	ENSG00000159899
NPR3	ENSG00000113389
NPRL2	ENSG00000114388
NPRL3	ENSG00000103148
NPTN	ENSG00000156642
NPTX1	ENSG00000171246
NPTX2	ENSG00000106236
NPTXR	ENSG00000221890
NPVF	ENSG00000105954
NPY	ENSG00000122585
NPY1R	ENSG00000164128
NPY2R	ENSG00000185149
NPY5R	ENSG00000164129
NQO1	ENSG00000181019
NQO2	ENSG00000124588
NR0B1	ENSG00000169297
NR0B2	ENSG00000131910
NR1D1	ENSG00000126368
NR1D2	ENSG00000174738
NR1H2	ENSG00000131408
NR1H3	ENSG00000025434
NR1H4	ENSG00000012504
NR1I2	ENSG00000144852
NR1I3	ENSG00000143257
NR2C1	ENSG00000120798
NR2C2	ENSG00000177463
NR2E1	ENSG00000112333
NR2E3	ENSG00000278570
NR2F1	ENSG00000175745
NR2F2	ENSG00000185551
NR2F6	ENSG00000160113
NR3C1	ENSG00000113580
NR3C2	ENSG00000151623
NR4A1	ENSG00000123358
NR4A2	ENSG00000153234
NR4A3	ENSG00000119508
NR5A1	ENSG00000136931
NR5A2	ENSG00000116833
NR6A1	ENSG00000148200
NRAP	ENSG00000197893
NRAS	ENSG00000213281
NRBF2	ENSG00000148572
NRBP1	ENSG00000115216
NRCAM	ENSG00000091129
NRF1	ENSG00000106459
NRG1	ENSG00000157168
NRG2	ENSG00000158458
NRGN	ENSG00000154146
NRIP1	ENSG00000180530
NRIP2	ENSG00000053702
NRIP3	ENSG00000175352
NRL	ENSG00000129535
NRN1	ENSG00000124785
NRP1	ENSG00000099250
NRP2	ENSG00000118257
NRSN2	ENSG00000125841
NRXN1	ENSG00000179915
NRXN2	ENSG00000110076
NRXN3	ENSG00000021645
NSD1	ENSG00000165671
NSDHL	ENSG00000147383
NSFL1C	ENSG00000088833
NSL1	ENSG00000117697
NSMAF	ENSG00000035681
NSMCE4A	ENSG00000107672
NSUN3	ENSG00000178694
NSUN5	ENSG00000130305
NT5C	ENSG00000125458
NT5C2	ENSG00000076685
NT5DC2	ENSG00000168268
NT5DC3	ENSG00000111696
NT5E	ENSG00000135318
NT5M	ENSG00000205309
NTAN1	ENSG00000157045
NTF3	ENSG00000185652
NTHL1	ENSG00000065057
NTM	ENSG00000182667
NTN1	ENSG00000065320
NTN3	ENSG00000162068
NTRK1	ENSG00000198400
NTRK2	ENSG00000148053
NTRK3	ENSG00000140538
NTS	ENSG00000133636
NTSR1	ENSG00000101188
NTSR2	ENSG00000169006
NUAK1	ENSG00000074590
NUAK2	ENSG00000163545
NUBP1	ENSG00000103274
NUBP2	ENSG00000095906
NUBPL	ENSG00000151413
NUCB1	ENSG00000104805
NUCB2	ENSG00000070081
NUCKS1	ENSG00000069275
NUDC	ENSG00000090273
NUDCD3	ENSG00000015676
NUDT1	ENSG00000106268
NUDT11	ENSG00000196368
NUDT13	ENSG00000166321
NUDT15	ENSG00000136159
NUDT18	ENSG00000275074
NUDT2	ENSG00000164978
NUDT21	ENSG00000167005
NUDT4	ENSG00000173598
NUDT6	ENSG00000170917
NUDT9	ENSG00000170502
NUFIP1	ENSG00000083635
NUMA1	ENSG00000137497
NUMB	ENSG00000133961
NUP107	ENSG00000111581
NUP133	ENSG00000069248
NUP153	ENSG00000124789
NUP155	ENSG00000113569
NUP160	ENSG00000030066
NUP188	ENSG00000095319
NUP205	ENSG00000155561
NUP210	ENSG00000132182
NUP214	ENSG00000126883
NUP37	ENSG00000075188
NUP43	ENSG00000120253
NUP50	ENSG00000093000
NUP54	ENSG00000138750
NUP62	ENSG00000213024
NUP62CL	ENSG00000198088
NUP85	ENSG00000125450
NUP88	ENSG00000108559
NUP93	ENSG00000102900
NUP98	ENSG00000110713
NUPR1	ENSG00000176046
NUSAP1	ENSG00000137804
NVL	ENSG00000143748
NXF1	ENSG00000162231
NXF3	ENSG00000147206
NXN	ENSG00000167693
NXPH3	ENSG00000182575
NXPH4	ENSG00000182379
NXT1	ENSG00000132661
NXT2	ENSG00000101888
NYNRIN	ENSG00000205978
NYX	ENSG00000188937
OAS1	ENSG00000089127
OAS2	ENSG00000111335
OASL	ENSG00000135114
OAT	ENSG00000065154
OAZ3	ENSG00000143450
OBSCN	ENSG00000154358
OBSL1	ENSG00000124006
OCA2	ENSG00000104044
OCEL1	ENSG00000099330
OCRL	ENSG00000122126
ODAM	ENSG00000109205
ODC1	ENSG00000115758
ODF1	ENSG00000155087
ODF2	ENSG00000136811
OFD1	ENSG00000046651
OGDH	ENSG00000105953
OGDHL	ENSG00000197444
OGFOD1	ENSG00000087263
OGFOD2	ENSG00000111325
OGFR	ENSG00000060491
OGFRL1	ENSG00000119900
OGG1	ENSG00000114026
OGN	ENSG00000106809
OGT	ENSG00000147162
OIP5	ENSG00000104147
OLA1	ENSG00000138430
OLAH	ENSG00000152463
OLFM1	ENSG00000130558
OLFM4	ENSG00000102837
OLFML1	ENSG00000183801
OLFML2A	ENSG00000185585
OLFML2B	ENSG00000162745
OLFML3	ENSG00000116774
OLIG2	ENSG00000205927
OLR1	ENSG00000173391
OMD	ENSG00000127083
OMG	ENSG00000126861
ONECUT1	ENSG00000169856
ONECUT2	ENSG00000119547
OPA1	ENSG00000198836
OPA3	ENSG00000125741
OPCML	ENSG00000183715
OPLAH	ENSG00000178814
OPN1SW	ENSG00000128617
OPN3	ENSG00000054277
OPRD1	ENSG00000116329
OPRK1	ENSG00000082556
OPRL1	ENSG00000125510
OPRM1	ENSG00000112038
OPTN	ENSG00000123240
OR51E2	ENSG00000167332
OR7A5	ENSG00000188269
ORAI2	ENSG00000160991
ORAI3	ENSG00000175938
ORM1	ENSG00000229314
ORMDL2	ENSG00000123353
OS9	ENSG00000135506
OSBP	ENSG00000110048
OSBP2	ENSG00000184792
OSBPL10	ENSG00000144645
OSBPL11	ENSG00000144909
OSBPL1A	ENSG00000141447
OSBPL2	ENSG00000130703
OSBPL3	ENSG00000070882
OSBPL7	ENSG00000006025
OSBPL8	ENSG00000091039
OSBPL9	ENSG00000117859
OSGEP	ENSG00000092094
OSGEPL1	ENSG00000128694
OSGIN1	ENSG00000140961
OSGIN2	ENSG00000164823
OSM	ENSG00000099985
OSMR	ENSG00000145623
OSR2	ENSG00000164920
OSTF1	ENSG00000134996
OSTM1	ENSG00000081087
OTC	ENSG00000036473
OTOF	ENSG00000115155
OTUB1	ENSG00000167770
OTUB2	ENSG00000089723
OTUD3	ENSG00000169914
OTUD4	ENSG00000164164
OTUD7B	ENSG00000264522
OVGP1	ENSG00000085465
OVOL1	ENSG00000172818
OVOL2	ENSG00000125850
OXA1L	ENSG00000155463
OXCT1	ENSG00000083720
OXR1	ENSG00000164830
OXSM	ENSG00000151093
OXSR1	ENSG00000172939
OXT	ENSG00000101405
OXTR	ENSG00000180914
P2RX1	ENSG00000108405
P2RX2	ENSG00000187848
P2RX3	ENSG00000109991
P2RX4	ENSG00000135124
P2RX5	ENSG00000083454
P2RX7	ENSG00000089041
P2RY1	ENSG00000169860
P2RY10	ENSG00000078589
P2RY13	ENSG00000181631
P2RY14	ENSG00000174944
P2RY2	ENSG00000175591
P2RY4	ENSG00000186912
P2RY6	ENSG00000171631
P4HA1	ENSG00000122884
P4HA2	ENSG00000072682
P4HB	ENSG00000185624
P4HTM	ENSG00000178467
PA2G4	ENSG00000170515
PAAF1	ENSG00000175575
PABPC3	ENSG00000151846
PABPC4	ENSG00000090621
PACRG	ENSG00000112530
PACS1	ENSG00000175115
PACS2	ENSG00000179364
PACSIN2	ENSG00000100266
PACSIN3	ENSG00000165912
PADI1	ENSG00000142623
PADI2	ENSG00000117115
PADI3	ENSG00000142619
PADI4	ENSG00000159339
PAEP	ENSG00000122133
PAF1	ENSG00000006712
PAFAH1B1	ENSG00000007168
PAFAH1B2	ENSG00000168092
PAFAH1B3	ENSG00000079462
PAFAH2	ENSG00000158006
PAGE1	ENSG00000068985
PAGE4	ENSG00000101951
PAH	ENSG00000171759
PAICS	ENSG00000128050
PAK1	ENSG00000149269
PAK1IP1	ENSG00000111845
PAK2	ENSG00000180370
PAK3	ENSG00000077264
PAK4	ENSG00000130669
PAK6	ENSG00000137843
PALB2	ENSG00000083093
PALLD	ENSG00000129116
PALM	ENSG00000099864
PALMD	ENSG00000099260
PAM	ENSG00000145730
PAMR1	ENSG00000149090
PAN2	ENSG00000135473
PAN3	ENSG00000152520
PANK2	ENSG00000125779
PANK3	ENSG00000120137
PANK4	ENSG00000157881
PANX1	ENSG00000110218
PAOX	ENSG00000148832
PAPOLA	ENSG00000090060
PAPOLB	ENSG00000218823
PAPOLG	ENSG00000115421
PAPPA	ENSG00000182752
PAPPA2	ENSG00000116183
PAPSS1	ENSG00000138801
PAPSS2	ENSG00000198682
PAQR3	ENSG00000163291
PAQR4	ENSG00000162073
PAQR5	ENSG00000137819
PAQR6	ENSG00000160781
PARD3	ENSG00000148498
PARD6A	ENSG00000102981
PARD6B	ENSG00000124171
PARK7	ENSG00000116288
PARL	ENSG00000175193
PARM1	ENSG00000169116
PARN	ENSG00000140694
PARP1	ENSG00000143799
PARP11	ENSG00000111224
PARP12	ENSG00000059378
PARP16	ENSG00000138617
PARP2	ENSG00000129484
PARP3	ENSG00000041880
PARP6	ENSG00000137817
PARP8	ENSG00000151883
PART1	ENSG00000152931
PARVA	ENSG00000197702
PARVB	ENSG00000188677
PASK	ENSG00000115687
PATZ1	ENSG00000100105
PAWR	ENSG00000177425
PAX1	ENSG00000125813
PAX2	ENSG00000075891
PAX3	ENSG00000135903
PAX4	ENSG00000106331
PAX5	ENSG00000196092
PAX6	ENSG00000007372
PAX7	ENSG00000009709
PAX8	ENSG00000125618
PAX9	ENSG00000198807
PAXIP1	ENSG00000157212
PBK	ENSG00000168078
PBLD	ENSG00000108187
PBRM1	ENSG00000163939
PBX1	ENSG00000185630
PBX2	ENSG00000204304
PBX3	ENSG00000167081
PBXIP1	ENSG00000163346
PC	ENSG00000173599
PCBD1	ENSG00000166228
PCBP1	ENSG00000169564
PCBP2	ENSG00000197111
PCBP3	ENSG00000183570
PCBP4	ENSG00000090097
PCCA	ENSG00000175198
PCCB	ENSG00000114054
PCDH1	ENSG00000156453
PCDH11Y	ENSG00000099715
PCDH12	ENSG00000113555
PCDH17	ENSG00000118946
PCDH7	ENSG00000169851
PCDH8	ENSG00000136099
PCDH9	ENSG00000184226
PCDHA10	ENSG00000250120
PCDHA2	ENSG00000204969
PCDHA3	ENSG00000255408
PCDHA5	ENSG00000204965
PCDHA6	ENSG00000081842
PCDHA9	ENSG00000204961
PCDHB11	ENSG00000197479
PCDHB12	ENSG00000120328
PCDHB6	ENSG00000113211
PCDHGA1	ENSG00000204956
PCDHGA10	ENSG00000253846
PCDHGA11	ENSG00000253873
PCDHGA9	ENSG00000261934
PCDHGB6	ENSG00000253305
PCDHGC3	ENSG00000240184
PCF11	ENSG00000165494
PCGF1	ENSG00000115289
PCGF2	ENSG00000277258
PCGF3	ENSG00000185619
PCID2	ENSG00000126226
PCIF1	ENSG00000100982
PCK1	ENSG00000124253
PCK2	ENSG00000100889
PCLO	ENSG00000186472
PCM1	ENSG00000078674
PCMT1	ENSG00000120265
PCMTD2	ENSG00000203880
PCNA	ENSG00000132646
PCNP	ENSG00000081154
PCNT	ENSG00000160299
PCOLCE	ENSG00000106333
PCOLCE2	ENSG00000163710
PCP4	ENSG00000183036
PCSK1	ENSG00000175426
PCSK1N	ENSG00000102109
PCSK2	ENSG00000125851
PCSK5	ENSG00000099139
PCSK6	ENSG00000140479
PCSK7	ENSG00000160613
PCTP	ENSG00000141179
PCYOX1	ENSG00000116005
PCYOX1L	ENSG00000145882
PCYT1A	ENSG00000161217
PCYT1B	ENSG00000102230
PCYT2	ENSG00000185813
PDAP1	ENSG00000106244
PDC	ENSG00000116703
PDCD1	ENSG00000188389
PDCD10	ENSG00000114209
PDCD11	ENSG00000148843
PDCD1LG2	ENSG00000197646
PDCD2	ENSG00000071994
PDCD4	ENSG00000150593
PDCD5	ENSG00000105185
PDCD6	ENSG00000249915
PDCD6IP	ENSG00000170248
PDCL	ENSG00000136940
PDE10A	ENSG00000112541
PDE1A	ENSG00000115252
PDE1B	ENSG00000123360
PDE1C	ENSG00000154678
PDE2A	ENSG00000186642
PDE3A	ENSG00000172572
PDE3B	ENSG00000152270
PDE4A	ENSG00000065989
PDE4B	ENSG00000184588
PDE4C	ENSG00000105650
PDE4D	ENSG00000113448
PDE4DIP	ENSG00000178104
PDE5A	ENSG00000138735
PDE6A	ENSG00000132915
PDE6B	ENSG00000133256
PDE6C	ENSG00000095464
PDE6D	ENSG00000156973
PDE6G	ENSG00000185527
PDE6H	ENSG00000139053
PDE7B	ENSG00000171408
PDE8A	ENSG00000073417
PDE8B	ENSG00000113231
PDE9A	ENSG00000160191
PDGFA	ENSG00000197461
PDGFB	ENSG00000100311
PDGFC	ENSG00000145431
PDGFD	ENSG00000170962
PDGFRA	ENSG00000134853
PDGFRB	ENSG00000113721
PDGFRL	ENSG00000104213
PDHA1	ENSG00000131828
PDHA2	ENSG00000163114
PDHB	ENSG00000168291
PDHX	ENSG00000110435
PDIA2	ENSG00000185615
PDIA3	ENSG00000167004
PDIA4	ENSG00000155660
PDIA5	ENSG00000065485
PDIA6	ENSG00000143870
PDK1	ENSG00000152256
PDK2	ENSG00000005882
PDK3	ENSG00000067992
PDK4	ENSG00000004799
PDLIM1	ENSG00000107438
PDLIM2	ENSG00000120913
PDLIM3	ENSG00000154553
PDLIM4	ENSG00000131435
PDLIM5	ENSG00000163110
PDLIM7	ENSG00000196923
PDP1	ENSG00000164951
PDPK1	ENSG00000140992
PDPN	ENSG00000162493
PDPR	ENSG00000090857
PDS5A	ENSG00000121892
PDS5B	ENSG00000083642
PDSS1	ENSG00000148459
PDSS2	ENSG00000164494
PDX1	ENSG00000139515
PDXDC1	ENSG00000179889
PDXK	ENSG00000160209
PDYN	ENSG00000101327
PDZD2	ENSG00000133401
PDZD3	ENSG00000172367
PDZD7	ENSG00000186862
PDZD8	ENSG00000165650
PDZK1IP1	ENSG00000162366
PDZRN3	ENSG00000121440
PDZRN4	ENSG00000165966
PEA15	ENSG00000162734
PEBP1	ENSG00000089220
PECR	ENSG00000115425
PEF1	ENSG00000162517
PEG10	ENSG00000242265
PEG3	ENSG00000198300
PELI1	ENSG00000197329
PELI2	ENSG00000139946
PELO	ENSG00000152684
PEMT	ENSG00000133027
PENK	ENSG00000181195
PEPD	ENSG00000124299
PER1	ENSG00000179094
PER2	ENSG00000132326
PER3	ENSG00000049246
PERP	ENSG00000112378
PES1	ENSG00000100029
PEX1	ENSG00000127980
PEX10	ENSG00000157911
PEX11A	ENSG00000166821
PEX11B	ENSG00000131779
PEX12	ENSG00000108733
PEX13	ENSG00000162928
PEX14	ENSG00000142655
PEX16	ENSG00000121680
PEX19	ENSG00000162735
PEX2	ENSG00000164751
PEX26	ENSG00000215193
PEX3	ENSG00000034693
PEX5	ENSG00000139197
PEX5L	ENSG00000114757
PEX6	ENSG00000124587
PEX7	ENSG00000112357
PF4	ENSG00000163737
PF4V1	ENSG00000109272
